Cidade,Estado,Sigla
Alto Alegre,Roraima,RR
Amajari,Roraima,RR
Boa Vista,Roraima,RR
Bonfim,Roraima,RR
Cantá,Roraima,RR
Caracaraí,Roraima,RR
Caroebe,Roraima,RR
Iracema,Roraima,RR
Mucajaí,Roraima,RR
Normandia,Roraima,RR
Pacaraima,Roraima,RR
Rorainópolis,Roraima,RR
São João da Baliza,Roraima,RR
São Luiz,Roraima,RR
Uiramutã,Roraima,RR
