Cidade,Estado,Sigla
Amapá,Amapá,AP
Calçoene,Amapá,AP
Cutias,Amapá,AP
Ferreira Gomes,Amapá,AP
Itaubal,Amapá,AP
Laranjal do Jari,Amapá,AP
Macapá,Amapá,AP
Mazagão,Amapá,AP
Oiapoque,Amapá,AP
Pedra Branca do Amapari,Amapá,AP
Porto Grande,Amapá,AP
Pracuúba,Amapá,AP
Santana,Amapá,AP
Serra do Navio,Amapá,AP
Tartarugalzinho,Amapá,AP
Vitória do Jari,Amapá,AP
