Cidade,Estado,Sigla
São Joaquim de Bicas,Minas Gerais,MG
São José da Barra,Minas Gerais,MG
São José da Lapa,Minas Gerais,MG
São José da Safira,Minas Gerais,MG
São José da Varginha,Minas Gerais,MG
São José do Alegre,Minas Gerais,MG
São José do Divino,Minas Gerais,MG
São José do Goiabal,Minas Gerais,MG
São José do Jacuri,Minas Gerais,MG
São José do Mantimento,Minas Gerais,MG
São Lourenço,Minas Gerais,MG
São Miguel do Anta,Minas Gerais,MG
São Pedro da União,Minas Gerais,MG
São Pedro do Suaçuí,Minas Gerais,MG
São Pedro dos Ferros,Minas Gerais,MG
São Romão,Minas Gerais,MG
São Roque de Minas,Minas Gerais,MG
São Sebastião da Bela Vista,Minas Gerais,MG
São Sebastião da Vargem Alegre,Minas Gerais,MG
São Sebastião do Anta,Minas Gerais,MG
São Sebastião do Maranhão,Minas Gerais,MG
São Sebastião do Oeste,Minas Gerais,MG
São Sebastião do Paraíso,Minas Gerais,MG
São Sebastião do Rio Preto,Minas Gerais,MG
São Sebastião do Rio Verde,Minas Gerais,MG
São Thomé das Letras,Minas Gerais,MG
São Tiago,Minas Gerais,MG
São Tomás de Aquino,Minas Gerais,MG
São Vicente de Minas,Minas Gerais,MG
Sapucaí-Mirim,Minas Gerais,MG
Sardoá,Minas Gerais,MG
Sarzedo,Minas Gerais,MG
Sem-Peixe,Minas Gerais,MG
Senador Amaral,Minas Gerais,MG
Senador Cortes,Minas Gerais,MG
Senador Firmino,Minas Gerais,MG
Senador José Bento,Minas Gerais,MG
Senador Modestino Gonçalves,Minas Gerais,MG
Senhora de Oliveira,Minas Gerais,MG
Senhora do Porto,Minas Gerais,MG
Senhora dos Remédios,Minas Gerais,MG
Sericita,Minas Gerais,MG
Seritinga,Minas Gerais,MG
Serra Azul de Minas,Minas Gerais,MG
Serra da Saudade,Minas Gerais,MG
Serra do Salitre,Minas Gerais,MG
Serra dos Aimorés,Minas Gerais,MG
Serrania,Minas Gerais,MG
Serranópolis de Minas,Minas Gerais,MG
Serranos,Minas Gerais,MG
Serro,Minas Gerais,MG
Sete Lagoas,Minas Gerais,MG
Setubinha,Minas Gerais,MG
Silveirânia,Minas Gerais,MG
Silvianópolis,Minas Gerais,MG
Simão Pereira,Minas Gerais,MG
Simonésia,Minas Gerais,MG
Sobrália,Minas Gerais,MG
Soledade de Minas,Minas Gerais,MG
Tabuleiro,Minas Gerais,MG
Taiobeiras,Minas Gerais,MG
Taparuba,Minas Gerais,MG
Tapira,Minas Gerais,MG
Tapiraí,Minas Gerais,MG
Taquaraçu de Minas,Minas Gerais,MG
Tarumirim,Minas Gerais,MG
Teixeiras,Minas Gerais,MG
Teófilo Otoni,Minas Gerais,MG
Timóteo,Minas Gerais,MG
Tiradentes,Minas Gerais,MG
Tiros,Minas Gerais,MG
Tocantins,Minas Gerais,MG
Tocos do Moji,Minas Gerais,MG
Toledo,Minas Gerais,MG
Tombos,Minas Gerais,MG
Três Corações,Minas Gerais,MG
Três Marias,Minas Gerais,MG
Três Pontas,Minas Gerais,MG
Tumiritinga,Minas Gerais,MG
Tupaciguara,Minas Gerais,MG
Turmalina,Minas Gerais,MG
Turvolândia,Minas Gerais,MG
Ubá,Minas Gerais,MG
Ubaí,Minas Gerais,MG
Ubaporanga,Minas Gerais,MG
Uberaba,Minas Gerais,MG
Uberlândia,Minas Gerais,MG
Umburatiba,Minas Gerais,MG
Unaí,Minas Gerais,MG
União de Minas,Minas Gerais,MG
Uruana de Minas,Minas Gerais,MG
Urucânia,Minas Gerais,MG
Urucuia,Minas Gerais,MG
Vargem Alegre,Minas Gerais,MG
Vargem Bonita,Minas Gerais,MG
Vargem Grande do Rio Pardo,Minas Gerais,MG
Varginha,Minas Gerais,MG
Varjão de Minas,Minas Gerais,MG
Várzea da Palma,Minas Gerais,MG
Varzelândia,Minas Gerais,MG
Vazante,Minas Gerais,MG
Verdelândia,Minas Gerais,MG
Veredinha,Minas Gerais,MG
Veríssimo,Minas Gerais,MG
Vermelho Novo,Minas Gerais,MG
Vespasiano,Minas Gerais,MG
Viçosa,Minas Gerais,MG
Vieiras,Minas Gerais,MG
Virgem da Lapa,Minas Gerais,MG
Virgínia,Minas Gerais,MG
Virginópolis,Minas Gerais,MG
Virgolândia,Minas Gerais,MG
Visconde do Rio Branco,Minas Gerais,MG
Volta Grande,Minas Gerais,MG
Wenceslau Braz,Minas Gerais,MG
